5708.65517546  0.500623
5708.66517526  0.498401
5708.67517505  0.497049
5708.68517485  0.496775
5708.69517465  0.49758
5708.70517445  0.498814
5708.71517425  0.500376
5708.72517405  0.502029
5708.73517385  0.502909
5708.74517365  0.503208
5708.75517345  0.503212
5708.76517324  0.502737
5708.77517304  0.501202
5708.78517284  0.499061
5708.79517264  0.497391
5708.80517244  0.498646
5708.81517224  0.500743
5708.82517204  0.500145
5708.83517184  0.496837
5708.84517164  0.491968
5708.85517143  0.489159
5708.86517123  0.488396
5708.87517103  0.488746
5708.88517083  0.487806
5708.89517063  0.485416
5708.90517043  0.48472
5708.91517023  0.486739
5708.92517003  0.491394
5708.93516982  0.493424
5708.94516962  0.491829
5708.95516942  0.49108
5708.96516922  0.491553
5708.97516902  0.4927
5708.98516882  0.494905
5708.99516862  0.497083
5709.00516842  0.497461
5709.01516822  0.497072
5709.02516801  0.497345
5709.03516781  0.496495
5709.04516761  0.494695
5709.05516741  0.493968
5709.06516721  0.494933
5709.07516701  0.497347
5709.08516681  0.497129
5709.09516661  0.49444
5709.10516641  0.493449
5709.1151662  0.493834
5709.125166  0.49442
5709.1351658  0.494886
5709.1451656  0.494254
5709.1551654  0.490746
5709.1651652  0.487375
5709.175165  0.486908
5709.1851648  0.486565
5709.1951646  0.484738
5709.20516439  0.480409
5709.21516419  0.474087
5709.22516399  0.466867
5709.23516379  0.461504
5709.24516359  0.455988
5709.25516339  0.443175
5709.26516319  0.427313
5709.27516299  0.412156
5709.28516279  0.395189
5709.29516258  0.374534
5709.30516238  0.348171
5709.31516218  0.319724
5709.32516198  0.292215
5709.33516178  0.264027
5709.34516158  0.237257
5709.35516138  0.216435
5709.36516118  0.200679
5709.37516097  0.18924
5709.38516077  0.183329
5709.39516057  0.184553
5709.40516037  0.195166
5709.41516017  0.211411
5709.42515997  0.230035
5709.43515977  0.248252
5709.44515957  0.263985
5709.45515937  0.274837
5709.46515916  0.280429
5709.47515896  0.280769
5709.48515876  0.275836
5709.49515856  0.265711
5709.50515836  0.251367
5709.51515816  0.236308
5709.52515796  0.222712
5709.53515776  0.212325
5709.54515756  0.20774
5709.55515735  0.211956
5709.56515715  0.223499
5709.57515695  0.241768
5709.58515675  0.267425
5709.59515655  0.298019
5709.60515635  0.32977
5709.61515615  0.359146
5709.62515595  0.385545
5709.63515575  0.412285
5709.64515554  0.435159
5709.65515534  0.449517
5709.66515514  0.461123
5709.67515494  0.472569
5709.68515474  0.481745
5709.69515454  0.487595
5709.70515434  0.489493
5709.71515414  0.491995
5709.72515393  0.495551
5709.73515373  0.495662
5709.74515353  0.495687
5709.75515333  0.49805
5709.76515313  0.498243
5709.77515293  0.496179
5709.78515273  0.495255
5709.79515253  0.495316
5709.80515233  0.495466
5709.81515212  0.49444
5709.82515192  0.493599
5709.83515172  0.496369
5709.84515152  0.497153
5709.85515132  0.492412
5709.86515112  0.486485
5709.87515092  0.481074
5709.88515072  0.476564
5709.89515052  0.473127
5709.90515031  0.470413
5709.91515011  0.464828
5709.92514991  0.459128
5709.93514971  0.459405
5709.94514951  0.46241
5709.95514931  0.465643
5709.96514911  0.469647
5709.97514891  0.474943
5709.98514871  0.481468
5709.9951485  0.485281
5710.0051483  0.485574
5710.0151481  0.48741
5710.0251479  0.491373
5710.0351477  0.496493
5710.0451475  0.499894
5710.0551473  0.501132
5710.0651471  0.50265
5710.0751469  0.503902
5710.08514669  0.504096
5710.09514649  0.504898
5710.10514629  0.506046
5710.11514609  0.504743
5710.12514589  0.502454
5710.13514569  0.501293
5710.14514549  0.503052
5710.15514529  0.506664
5710.16514508  0.507346
5710.17514488  0.506651
5710.18514468  0.506524
5710.19514448  0.505649
5710.20514428  0.504156
5710.21514408  0.503378
5710.22514388  0.503852
5710.23514368  0.5058
5710.24514348  0.506811
5710.25514327  0.506516
